Variation ID	Chromosome	Region Start	Region End	Feature Type Class	Feature Type	Epigenome
rs7170060	chr15	31896840	31898380	Histone	H3K14ac	IMR 90
rs7170060	chr15	31896859	31898588	Histone	H2BK20ac	IMR90
rs7170060	chr15	31896859	31898611	Histone	H2BK120ac	IMR90
rs7170060	chr15	31896860	31898520	Histone	H4K8ac	IMR90
rs7170060	chr15	31896861	31898605	Histone	H2BK15ac	IMR90
rs7170060	chr15	31896872	31898628	Histone	H3K27ac	IMR 90
rs7170060	chr15	31896872	31899680	Histone	H3K27ac	IMR90
rs7170060	chr15	31896900	31898640	Histone	H3K4me1	Placenta
rs7170060	chr15	31896933	31898548	Histone	H3K4ac	IMR90
rs7170060	chr15	31897303	31898660	Histone	H3K4me2	IMR90
rs7170060	chr15	31897312	31898449	Histone	H3K4ac	IMR 90
rs7170060	chr15	31897360	31898640	Histone	H3K4me1	H1-trophoblast
rs7170060	chr15	31897360	31898240	Histone	H3K4me1	Lung
rs7170060	chr15	31897374	31898519	Histone	H3K23ac	IMR90
rs7170060	chr15	31897380	31898240	Histone	H3K4me1	esophagus
rs7170060	chr15	31897380	31898700	Histone	H3K4me1	Fetal Stomach
rs7170060	chr15	31897400	31898680	Histone	H3K4me1	Ovary
rs7170060	chr15	31897440	31898160	Histone	H3K4me1	HUES6
rs7170060	chr15	31897500	31898911	Open Chromatin	DNase1	foreskin melanocyte
rs7170060	chr15	31897603	31897851	Histone	H3K27ac	Lung
rs7170060	chr15	31897606	31897951	Transcription Factor	CTCF	IMR 90
rs7170060	chr15	31897617	31897973	Open Chromatin	DNase1	H1 hESC
rs7170060	chr15	31897627	31897958	Transcription Factor	CTCF	foreskin fibroblast
rs7170060	chr15	31897650	31897866	Histone	H3K27ac	Fetal Stomach
rs7170060	chr15	31897665	31897898	Open Chromatin	DNase1	iPS DF 6.9
rs7170060	chr15	31897734	31898695	Open Chromatin	DNase1	Placenta
rs7170060	chr15	31897755	31898121	Transcription Factor	CEBPB	IMR 90
rs7170060	chr15	31897760	31898140	Histone	H4K8ac	H1-trophoblast
rs7170060	chr15	31897787	31898106	Open Chromatin	DNase1	IMR90
rs7170060	chr15	31897794	31898118	Open Chromatin	DNase1	IMR 90
rs345778	chr15	33388220	33404240	Histone	H2BK12ac	IMR 90
rs345778	chr15	33393200	33404480	Histone	H4K8ac	IMR 90
rs345778	chr15	33393200	33401500	Histone	H2AK5ac	IMR90
rs345778	chr15	33393220	33401380	Histone	H3K14ac	IMR90
rs345778	chr15	33394880	33397880	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs345778	chr15	33395022	33400016	Histone	H2BK120ac	IMR90
rs345778	chr15	33395280	33398100	Histone	H3K4me1	CD4 positive alpha beta T cell
rs345778	chr15	33395480	33398340	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs345778	chr15	33395773	33397716	Histone	H3K27ac	CD4 positive alpha beta T cell
rs345778	chr15	33395799	33397502	Histone	H3K27ac	Fetal Thymus
rs345778	chr15	33395840	33397340	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs345778	chr15	33395880	33397420	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs345778	chr15	33395960	33399200	Histone	H3K4me1	IMR 90
rs345778	chr15	33395960	33397200	Histone	H3K4me1	HUES64
rs345778	chr15	33396285	33400016	Histone	H3K4ac	IMR90
rs345778	chr15	33396315	33397895	Histone	H2BK20ac	IMR90
rs345778	chr15	33396619	33397553	Histone	H3K18ac	IMR90
rs345778	chr15	33396663	33397525	Histone	H4K91ac	IMR90
rs345778	chr15	33396741	33397497	Histone	H3K27ac	T helper 17 cell
rs345778	chr15	33396760	33402360	Histone	H4K8ac	IMR90
rs345778	chr15	33396820	33401380	Histone	H3K14ac	IMR 90
rs345778	chr15	33396844	33397895	Histone	H2BK20ac	IMR 90
rs345778	chr15	33396848	33400000	Histone	H2BK120ac	IMR 90
rs345778	chr15	33396860	33398480	Histone	H3K4me1	CD4 positive alpha beta memory T cell
rs345778	chr15	33396920	33401400	Histone	H2BK12ac	IMR90
rs345778	chr15	33396940	33397480	Histone	H3K4me1	naive thymus derived CD4 positive alpha beta T cell
rs345778	chr15	33396960	33399280	Histone	H3K4me1	Fetal Thymus
rs345778	chr15	33396980	33397880	Histone	H3K4me1	T cells (PB) Roadmap
rs345778	chr15	33397000	33397840	Histone	H3K4me1	Fetal Muscle Leg
rs345778	chr15	33397000	33397560	Histone	H3K4me1	Natural Killer cells (PB)
rs345778	chr15	33397000	33401340	Histone	H3K79me1	IMR 90
rs345778	chr15	33397000	33400740	Histone	H2AK5ac	IMR 90
rs345778	chr15	33397000	33397520	Histone	H3K4me1	T helper 17 cell
rs345778	chr15	33397010	33397538	Histone	H3K56ac	IMR90
rs345778	chr15	33397015	33397898	Histone	H3K23ac	IMR90
rs345778	chr15	33397020	33397560	Histone	H3K4me1	IMR90
rs345778	chr15	33397040	33397500	Histone	H3K9me1	IMR 90
rs345778	chr15	33397044	33400016	Histone	H3K4ac	IMR 90
rs345778	chr15	33397051	33397870	Histone	H3K23ac	IMR 90
rs345778	chr15	33397060	33397400	Histone	H3K27me3	T cells (PB) Roadmap
rs345778	chr15	33397060	33397520	Histone	H3K79me2	IMR 90
rs345778	chr15	33397080	33397500	Histone	H3K79me2	IMR90
rs345778	chr15	33397094	33397335	Histone	H3K27ac	Thymus
rs345778	chr15	33397100	33397360	Histone	H3K4me1	H1-mesenchymal
rs345778	chr15	33397100	33397260	Histone	H2AK5ac	H1-trophoblast
rs345778	chr15	33397120	33397300	Histone	H2AK5ac	H1-mesenchymal
rs8032900	chr15	39763880	39769020	Histone	H2AK5ac	IMR90
rs8032900	chr15	39767380	39767980	Histone	H3K4me1	Fetal Muscle Leg
rs8032900	chr15	39767400	39767880	Histone	H4K8ac	IMR 90
rs8032900	chr15	39767420	39767880	Histone	H3K14ac	IMR90
rs8032900	chr15	39767420	39768960	Histone	H2BK12ac	IMR90
rs8032900	chr15	39767420	39768000	Histone	H2BK12ac	IMR 90
rs8032900	chr15	39767420	39767900	Histone	H2AK5ac	IMR 90
rs8032900	chr15	39767460	39767880	Histone	H3K4me1	lung ENCSR465WKM
rs8032900	chr15	39767480	39767880	Histone	H2BK12ac	H1-trophoblast
rs8032900	chr15	39767520	39767920	Histone	H3K4me1	IMR 90
rs782916	chr15	61398140	61399020	Histone	H3K4me1	lung ENCSR465WKM
rs17237810	chr15	61508160	61510380	Histone	H3K4me1	HUES48
rs2018967	chr15	70591800	70594560	Histone	H3K4me1	Fetal Thymus
rs2018967	chr15	70591840	70594600	Histone	H3K4me1	Fetal Intestine Small
rs2018967	chr15	70591860	70594620	Histone	H3K4me1	Thymus
rs2018967	chr15	70591900	70594680	Histone	H3K27me3	IMR 90
rs2018967	chr15	70591920	70594720	Histone	H3K4me1	Natural Killer cells (PB)
rs2018967	chr15	70591960	70595120	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
rs2018967	chr15	70592060	70594800	Histone	H3K4me1	B cells (PB) Roadmap
rs2018967	chr15	70592165	70594323	Histone	H3K27ac	Fetal Intestine Small
rs2018967	chr15	70592199	70593940	Histone	H3K27ac	Fetal Thymus
rs2018967	chr15	70592240	70594720	Histone	H3K4me1	T cells (PB) Roadmap
rs2018967	chr15	70592360	70594400	Histone	H3K27me3	Fetal Stomach
rs2018967	chr15	70592480	70594440	Histone	H3K27me3	Fetal Adrenal Gland
rs2018967	chr15	70592580	70594480	Histone	H3K4me1	Placenta
rs2018967	chr15	70592600	70595020	Histone	H3K4me1	CD4 positive alpha beta T cell
rs2018967	chr15	70592620	70595060	Histone	H3K4me1	CD4 positive alpha beta memory T cell
rs2018967	chr15	70592620	70594460	Histone	H3K4me1	Fetal Intestine Large
rs2018967	chr15	70592660	70594380	Histone	H3K4me1	T helper 17 cell
rs2018967	chr15	70592680	70593820	Histone	H3K4me1	naive thymus derived CD4 positive alpha beta T cell
rs2018967	chr15	70592700	70594440	Histone	H3K4me1	Lung
rs2018967	chr15	70592720	70596000	Histone	H3K27me3	T cells (PB) Roadmap
rs2018967	chr15	70592740	70594320	Histone	H3K27me3	Fetal Muscle Trunk
rs2018967	chr15	70592959	70593652	Histone	H3K27ac	Fetal Stomach
rs2018967	chr15	70593160	70594480	Histone	H3K4me1	Spleen
rs2018967	chr15	70593160	70593580	Histone	H3K4me1	H1-trophoblast
rs2018967	chr15	70593180	70594380	Histone	H3K4me1	Gastric
rs2018967	chr15	70593200	70594220	Histone	H3K4me1	Fetal Stomach
rs2018967	chr15	70593200	70596240	Histone	H3K27me3	Natural Killer cells (PB)
rs2018967	chr15	70593200	70593600	Histone	H2BK12ac	H1-trophoblast
rs2018967	chr15	70593260	70594320	Histone	H2AK5ac	H1-trophoblast
rs2018967	chr15	70593280	70594000	Histone	H3K79me1	H1-trophoblast
rs2018967	chr15	70593320	70594320	Histone	H3K14ac	H1-trophoblast
rs2018967	chr15	70593360	70593660	Histone	H3K27me3	endodermal cell
rs2018967	chr15	70593440	70593580	Histone	H3K36me3	H1-mesenchymal
rs2018967	chr15	70593500	70593780	Histone	H3K4me1	Small Intestine
rs2018967	chr15	70593510	70593801	Histone	H3K27ac	Fetal Intestine Large
rs2018967	chr15	70593515	70594383	Histone	H4K91ac	H1-mesenchymal
rs2018967	chr15	70593545	70593764	Histone	H3K27ac	Lung
rs11858454	chr15	71664800	71670420	Histone	H4K8ac	IMR 90
rs11858454	chr15	71664860	71669440	Histone	H3K4me1	Fetal Stomach
rs11858454	chr15	71665160	71670560	Histone	H3K14ac	IMR90
rs11858454	chr15	71665574	71669184	Histone	H4K5ac	IMR90
rs11858454	chr15	71665580	71670480	Histone	H2BK12ac	IMR 90
rs11858454	chr15	71665580	71670480	Histone	H2BK12ac	IMR90
rs11858454	chr15	71665599	71669131	Histone	H3K4ac	IMR90
rs11858454	chr15	71665640	71671020	Histone	H2AK5ac	IMR90
rs11858454	chr15	71665647	71670352	Histone	H2BK120ac	IMR90
rs11858454	chr15	71665660	71669920	Histone	H3K4me1	IMR 90
rs11858454	chr15	71665676	71670369	Histone	H3K18ac	IMR90
rs11858454	chr15	71665720	71670480	Histone	H2AK5ac	IMR 90
rs11858454	chr15	71665778	71669538	Histone	H3K27ac	Fetal Stomach
rs11858454	chr15	71667146	71669989	Histone	H3K18ac	IMR 90
rs11858454	chr15	71667180	71670480	Histone	H3K14ac	IMR 90
rs11858454	chr15	71667180	71669120	Histone	H4K8ac	IMR90
rs11858454	chr15	71667560	71670480	Histone	H3K79me1	IMR 90
rs11858454	chr15	71667980	71670120	Histone	H3K79me2	IMR 90
rs11858454	chr15	71668160	71669380	Histone	H3K9me3	HUES6
rs11858454	chr15	71668388	71669117	Histone	H3K27ac	Lung
rs11858454	chr15	71668560	71669940	Histone	H3K79me2	IMR90
rs11858454	chr15	71668860	71669120	Histone	H3K4me1	T helper 17 cell
rs11858454	chr15	71668940	71669120	Histone	H2BK12ac	H1 hESC
rs11858454	chr15	71668959	71669160	Histone	H3K27ac	Thymus
rs11858454	chr15	71668999	71669160	Histone	H2BK20ac	H9
rs11858454	chr15	71669020	71669200	Histone	H3K4me1	lung ENCSR465WKM
rs8032794	chr15	71905760	71908860	Histone	H3K27me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs8032794	chr15	71906440	71907480	Histone	H3K27me3	common myeloid progenitor CD34 positive
rs8032794	chr15	71906500	71907160	Histone	H3K9me3	neural stem progenitor cell
rs8032794	chr15	71906620	71906860	Histone	H3K79me1	IMR 90
rs8032794	chr15	71906700	71906860	Histone	H3K79me1	H1-mesenchymal
rs893379	chr15	93193520	93197500	Histone	H3K36me3	HUES6
rs893379	chr15	93193580	93197560	Histone	H3K36me3	endodermal cell
rs893379	chr15	93193980	93194780	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs893379	chr15	93193980	93195540	Histone	H3K36me3	iPS-20b
rs893379	chr15	93194160	93194700	Histone	H3K36me3	H1 hESC
rs893379	chr15	93194200	93195260	Histone	H3K9me3	endodermal cell
rs893379	chr15	93194240	93194820	Histone	H3K9me3	neural stem progenitor cell
rs893379	chr15	93194260	93194740	Histone	H3K9me3	HUES64
rs893379	chr15	93194280	93194900	Histone	H3K9me3	HUES6
rs893379	chr15	93194280	93195000	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs893379	chr15	93194300	93194980	Histone	H3K9me3	H1 hESC
rs893379	chr15	93194300	93194740	Histone	H3K4me1	Placenta
rs893379	chr15	93194335	93194732	Histone	H3K27ac	Lung
rs893379	chr15	93194340	93194740	Histone	H3K36me3	Fetal Intestine Small
rs893379	chr15	93194400	93194760	Histone	H3K36me3	neural stem progenitor cell
rs893379	chr15	93194420	93195360	Histone	H3K36me3	HUES64
rs893379	chr15	93194500	93194740	Histone	H3K36me3	Fetal Intestine Large
rs893379	chr15	93194520	93196120	Histone	H3K4me1	heart
rs893379	chr15	93194540	93195020	Histone	H3K36me3	lung ENCSR465WKM
rs401072	chr15	93210120	93212280	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs401072	chr15	93211300	93213380	Histone	H3K27me3	iPS 20b
rs401072	chr15	93211320	93213380	Histone	H3K27me3	iPS 20b
rs401072	chr15	93211320	93213220	Histone	H3K4me1	lung ENCSR465WKM
rs401072	chr15	93211320	93212200	Histone	H3K27me3	Fetal Adrenal Gland
rs401072	chr15	93211320	93218420	Histone	H3K27me3	HUES6
rs401072	chr15	93211320	93213380	Histone	H3K4me1	Fetal Stomach
rs401072	chr15	93211340	93212740	Histone	H3K27me3	HUES48
rs401072	chr15	93211360	93212020	Histone	H3K4me1	Fetal Intestine Small
rs401072	chr15	93211360	93213220	Histone	H3K4me1	HUES6
rs401072	chr15	93211360	93212000	Histone	H3K4me1	endodermal cell
rs401072	chr15	93211360	93213320	Histone	H3K4me1	HUES64
rs401072	chr15	93211380	93212240	Histone	H3K4me1	HUES48
rs401072	chr15	93211380	93212000	Histone	H3K27me3	H1 hESC
rs401072	chr15	93211400	93213500	Histone	H3K27me3	HUES64
rs401072	chr15	93211420	93212240	Histone	H3K4me1	H1 hESC
rs401072	chr15	93211560	93212160	Histone	H3K27me3	iPS 15b
rs401072	chr15	93211600	93213380	Histone	H3K4me1	iPS 15b
rs401072	chr15	93211831	93212089	Histone	H3K27ac	Ovary
rs401072	chr15	93211920	93212380	Histone	H3K4me1	iPS 20b
rs285753	chr15	93211320	93218420	Histone	H3K27me3	HUES6
rs285753	chr15	93215220	93218280	Histone	H3K27me3	Fetal Adrenal Gland
rs285753	chr15	93217660	93218360	Histone	H3K27me3	HUES64
rs285753	chr15	93217760	93218080	Histone	H3K27me3	IMR 90
rs285753	chr15	93217840	93218080	Histone	H3K4me1	lung ENCSR465WKM
rs285753	chr15	93217840	93218380	Histone	H3K27me3	iPS 20b
rs285753	chr15	93217900	93218380	Histone	H3K27me3	iPS 20b
rs9920491	chr15	98599040	98601060	Histone	H3K9me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs9920491	chr15	98599140	98599800	Histone	H3K9me3	H1 hESC
rs9920491	chr15	98599180	98601240	Histone	H3K9me3	Fetal Adrenal Gland
rs9920491	chr15	98599500	98600980	Histone	H3K9me3	Fetal Muscle Leg
rs9920491	chr15	98599500	98600920	Histone	H3K9me3	Psoas Muscle
rs9920491	chr15	98599520	98600940	Histone	H3K9me3	iPS 20b
rs9920491	chr15	98599540	98600940	Histone	H3K9me3	common myeloid progenitor CD34 positive
rs9920491	chr15	98599560	98600900	Histone	H3K9me3	iPS 20b
rs9920491	chr15	98599600	98600660	Histone	H3K9me3	HUES6
rs9920491	chr15	98599640	98601040	Histone	H3K9me3	B cells (PB) Roadmap
rs9920491	chr15	98599740	98600020	Histone	H3K9me3	CD4 positive alpha beta T cell
rs9920491	chr15	98599760	98600060	Histone	H3K9me3	lung ENCSR465WKM
rs6598368	chr15	101143420	101163600	Histone	H3K36me3	neural stem progenitor cell
rs6598368	chr15	101143720	101163140	Histone	H3K36me3	Monocytes-CD14+ (PB) Roadmap
rs6598368	chr15	101144300	101157860	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs6598368	chr15	101144780	101164920	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs6598368	chr15	101146760	101156820	Histone	H3K36me3	Fetal Adrenal Gland
rs6598368	chr15	101151760	101160160	Histone	H3K36me3	B cells (PB) Roadmap
rs6598368	chr15	101151780	101158480	Histone	H3K36me3	T cells (PB) Roadmap
rs6598368	chr15	101151780	101156160	Histone	H3K36me3	neuron
rs6598368	chr15	101151800	101156080	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs6598368	chr15	101153300	101156440	Histone	H3K36me3	Fetal Muscle Leg
rs6598368	chr15	101154540	101156180	Histone	H3K36me3	CD4 positive CD25 positive alpha beta regulatory T cell
rs6598368	chr15	101154620	101158360	Histone	H3K36me3	CD4 positive alpha beta T cell ENCSR948ZKZ
rs6598368	chr15	101154720	101156200	Histone	H3K36me3	HUES48
rs6598368	chr15	101154940	101155940	Histone	H3K36me3	HUES64
rs6598368	chr15	101154980	101159800	Histone	H3K36me3	Natural Killer cells (PB)
rs6598368	chr15	101155040	101156320	Histone	H3K36me3	endodermal cell
rs6598368	chr15	101155500	101156320	Histone	H3K36me3	iPS-20b
rs6598368	chr15	101155560	101155760	Histone	H3K36me3	lung ENCSR465WKM
rs6598368	chr15	101155660	101155960	Histone	H3K4me1	lung ENCSR465WKM
rs6598368	chr15	101155660	101156280	Histone	H3K36me3	CD4 positive alpha beta T cell
rs6598368	chr15	101155680	101156040	Histone	H3K4me1	IMR 90
rs6598368	chr15	101155680	101161700	Histone	H3K36me3	neutrophil
rs6598368	chr15	101155720	101155940	Histone	H3K79me1	H1-mesenchymal
rs6598368	chr15	101155720	101156000	Histone	H3K79me1	IMR 90
rs1019142	chr16	7712560	7713640	Histone	H3K27me3	Fetal Adrenal Gland
rs1019142	chr16	7712620	7713640	Histone	H3K9me3	IMR 90
rs1019142	chr16	7712660	7713180	Histone	H3K9me3	Placenta
rs1019142	chr16	7712660	7713060	Histone	H3K36me3	Fetal Muscle Trunk
rs1019142	chr16	7712800	7713680	Histone	H3K27me3	endodermal cell
rs1019142	chr16	7712800	7713280	Histone	H3K9me3	H1-mesenchymal
rs1019142	chr16	7712840	7713160	Histone	H3K27me3	neuron
rs1019142	chr16	7712892	7713121	Histone	H3K27ac	Aorta
rs1019142	chr16	7712920	7713100	Histone	H3K27me3	neural stem progenitor cell
rs1019142	chr16	7712922	7713109	Histone	H3K9ac	iPS 15b
rs1019142	chr16	7712940	7713100	Histone	H3K4me1	H1-mesenchymal
rs2099106	chr16	9380260	9380940	Histone	H3K4me1	Fetal Intestine Small
rs2099106	chr16	9380280	9381300	Histone	H3K4me1	Fetal Intestine Large
rs2099106	chr16	9380445	9380912	Histone	H3K27ac	Fetal Intestine Small
rs2099106	chr16	9380497	9380917	Histone	H3K27ac	Small Intestine
rs2099106	chr16	9380531	9381985	Histone	H3K27ac	sigmoid colon
rs2099106	chr16	9380580	9380940	Histone	H3K4me1	HUES6
rs2099106	chr16	9380580	9380800	Histone	H3K9me3	H1-mesenchymal
rs2099106	chr16	9380620	9380980	Histone	H3K4me1	Pancreas
rs2099106	chr16	9380640	9381800	Histone	H3K27me3	Fetal Adrenal Gland
rs17681592	chr16	9416540	9417940	Histone	H3K4me1	lung ENCSR465WKM
rs17681592	chr16	9416620	9417860	Histone	H3K4me1	iPS 20b
rs17681592	chr16	9416680	9417760	Histone	H3K4me1	iPS 20b
rs17681592	chr16	9416680	9417700	Histone	H3K4me1	HUES6
rs17681592	chr16	9416700	9417820	Histone	H3K4me1	HUES48
rs17681592	chr16	9416880	9417900	Histone	H3K4me1	HUES64
rs17681592	chr16	9416880	9417620	Histone	H3K4me1	Fetal Muscle Leg
rs1362323	chr16	9781100	9781920	Histone	H3K9me3	Monocytes-CD14+ (PB) Roadmap
rs12708716	chr16	11168400	11202520	Histone	H3K4me1	Fetal Thymus
rs12708716	chr16	11168400	11188920	Histone	H3K36me3	Fetal Stomach
rs12708716	chr16	11168440	11181040	Histone	H3K36me3	Monocytes-CD14+ (PB) Roadmap
rs12708716	chr16	11168720	11183760	Histone	H2BK12ac	IMR90
rs12708716	chr16	11168880	11181040	Histone	H3K14ac	IMR90
rs12708716	chr16	11168940	11180940	Histone	H4K8ac	IMR 90
rs12708716	chr16	11168940	11202860	Histone	H2AK5ac	IMR90
rs12708716	chr16	11169054	11188428	Histone	H4K91ac	H1-mesenchymal
rs12708716	chr16	11170000	11182640	Histone	H3K36me3	common myeloid progenitor CD34 positive
rs12708716	chr16	11170876	11189895	Histone	H3K27ac	Fetal Stomach
rs12708716	chr16	11171700	11180480	Histone	H3K4me1	Fetal Stomach
rs12708716	chr16	11173560	11181020	Histone	H2AK5ac	IMR 90
rs12708716	chr16	11173580	11202800	Histone	H2BK12ac	IMR 90
rs12708716	chr16	11175360	11188920	Histone	H3K4me1	Thymus
rs12708716	chr16	11175620	11181240	Histone	H3K36me3	Fetal Muscle Leg
rs12708716	chr16	11175683	11180294	Histone	H3K4ac	IMR90
rs12708716	chr16	11175700	11185580	Histone	H3K4me1	Fetal Muscle Trunk
rs12708716	chr16	11175777	11180489	Histone	H3K18ac	IMR90
rs12708716	chr16	11175940	11180940	Histone	H3K4me1	IMR 90
rs12708716	chr16	11175962	11180396	Histone	H2BK120ac	IMR90
rs12708716	chr16	11175965	11180542	Histone	H3K27ac	IMR90
rs12708716	chr16	11176280	11180280	Histone	H3K4me1	IMR90
rs12708716	chr16	11176460	11180000	Histone	H3K4me1	Fetal Adrenal Gland
rs12708716	chr16	11176612	11180346	Histone	H2BK120ac	IMR 90
rs12708716	chr16	11176697	11180402	Histone	H2BK20ac	IMR90
rs12708716	chr16	11176700	11180240	Histone	H3K14ac	H1-trophoblast
rs12708716	chr16	11176815	11180266	Histone	H3K27ac	IMR 90
rs12708716	chr16	11176860	11180120	Histone	H3K4me1	Placenta
rs12708716	chr16	11176894	11180530	Histone	H3K27ac	Lung
rs12708716	chr16	11177060	11180660	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs12708716	chr16	11177200	11180320	Histone	H2BK12ac	H1-trophoblast
rs12708716	chr16	11177480	11180240	Histone	H3K4me1	Fetal Muscle Leg
rs12708716	chr16	11177540	11180520	Histone	H3K4me1	lung ENCSR465WKM
rs12708716	chr16	11178140	11179980	Histone	H3K36me3	neutrophil
rs12708716	chr16	11178200	11180920	Histone	H3K36me3	Fetal Intestine Small
rs12708716	chr16	11178520	11180270	Histone	H4K91ac	IMR90
rs12708716	chr16	11178520	11180240	Histone	H4K8ac	H1-mesenchymal
rs12708716	chr16	11178520	11180420	Histone	H2BK12ac	H1-mesenchymal
rs12708716	chr16	11178524	11180348	Histone	H3K18ac	IMR 90
rs12708716	chr16	11178538	11180422	Histone	H4K5ac	IMR90
rs12708716	chr16	11178548	11180527	Histone	H2BK15ac	IMR90
rs12708716	chr16	11178550	11180383	Histone	H4K5ac	IMR 90
rs12708716	chr16	11178560	11180440	Histone	H4K8ac	IMR90
rs12708716	chr16	11178560	11180840	Histone	H3K4me1	H1-mesenchymal
rs12708716	chr16	11178580	11180300	Histone	H2AK5ac	H1-trophoblast
rs12708716	chr16	11178580	11180400	Histone	H3K36me3	Lung
rs12708716	chr16	11178580	11184840	Histone	H3K36me3	Fetal Adrenal Gland
rs12708716	chr16	11178588	11180556	Histone	H3K18ac	H1-mesenchymal
rs12708716	chr16	11178640	11180280	Histone	H3K36me3	Spleen
rs12708716	chr16	11178660	11180540	Histone	H3K36me3	Fetal Muscle Trunk
rs12708716	chr16	11178676	11180294	Histone	H3K4ac	IMR 90
rs12708716	chr16	11178700	11180920	Histone	H3K79me1	IMR 90
rs12708716	chr16	11178700	11180280	Histone	H3K14ac	IMR 90
rs12708716	chr16	11178720	11181020	Histone	H3K36me3	common myeloid progenitor CD34 positive ENCSR722JRY
rs12708716	chr16	11178720	11180840	Histone	H3K36me3	IMR 90
rs12708716	chr16	11178726	11180615	Histone	H3K4ac	H1-mesenchymal
rs12708716	chr16	11178740	11180560	Histone	H2AK5ac	H1-mesenchymal
rs12708716	chr16	11178887	11180264	Histone	H4K91ac	IMR 90
rs12708716	chr16	11178920	11180200	Histone	H3K79me2	IMR 90
rs12708716	chr16	11179100	11181240	Histone	H3K36me3	neural stem progenitor cell
rs12708716	chr16	11179100	11180260	Histone	H3K4me1	HUES6
rs12708716	chr16	11179460	11180280	Histone	H3K36me3	iPS DF 19.11
rs12708716	chr16	11179460	11180280	Histone	H3K36me3	H1-mesenchymal
rs12708716	chr16	11179520	11180300	Histone	H3K79me1	H1-trophoblast
rs12708716	chr16	11179560	11180140	Histone	H3K79me2	H1-trophoblast
rs12708716	chr16	11179594	11180259	Histone	H4K91ac	H1-trophoblast
rs12708716	chr16	11179620	11180360	Histone	H3K36me3	Fetal Thymus
rs12708716	chr16	11179652	11179976	Histone	H3K4me3	Spleen
rs12708716	chr16	11179680	11179980	Histone	H3K4me1	HUES64
rs12708716	chr16	11179680	11180220	Histone	H3K4me1	endodermal cell
rs12708716	chr16	11179700	11180000	Histone	H4K8ac	H1-trophoblast
rs12708716	chr16	11179720	11180060	Histone	H3K79me2	IMR90
rs12708716	chr16	11179758	11179932	Histone	H3K4me3	esophagus
rs12708716	chr16	11179767	11179954	Histone	H3K27ac	Ovary
rs12708716	chr16	11179780	11180080	Histone	H4K20me1	H1 hESC
rs12708716	chr16	11179780	11179920	Histone	H3K14ac	H1 hESC
rs12708716	chr16	11179787	11179976	Histone	H2BK120ac	H1-mesenchymal
rs12708716	chr16	11179840	11180960	Histone	H3K36me3	B cells (PB) Roadmap
rs12924729	chr16	11168400	11202520	Histone	H3K4me1	Fetal Thymus
rs12924729	chr16	11168400	11188920	Histone	H3K36me3	Fetal Stomach
rs12924729	chr16	11168940	11202860	Histone	H2AK5ac	IMR90
rs12924729	chr16	11169054	11188428	Histone	H4K91ac	H1-mesenchymal
rs12924729	chr16	11170876	11189895	Histone	H3K27ac	Fetal Stomach
rs12924729	chr16	11173580	11202800	Histone	H2BK12ac	IMR 90
rs12924729	chr16	11175360	11188920	Histone	H3K4me1	Thymus
rs12924729	chr16	11180534	11195648	Histone	H3K27ac	Fetal Thymus
rs12924729	chr16	11180982	11190250	Histone	H3K27ac	Thymus
rs12924729	chr16	11181000	11191320	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR337XXD 1
rs12924729	chr16	11181000	11190680	Histone	H3K4me1	IMR 90
rs12924729	chr16	11181060	11191320	Histone	H3K14ac	IMR90
rs12924729	chr16	11181380	11188900	Histone	H3K36me3	Fetal Intestine Small
rs12924729	chr16	11181436	11188928	Histone	H2BK15ac	IMR90
rs12924729	chr16	11183800	11198940	Histone	H2BK12ac	IMR90
rs12924729	chr16	11183860	11189580	Histone	H3K4me1	lung ENCSR465WKM
rs12924729	chr16	11183900	11190760	Histone	H4K8ac	IMR 90
rs12924729	chr16	11183928	11190390	Histone	H3K18ac	IMR90
rs12924729	chr16	11183980	11190760	Histone	H2AK5ac	IMR 90
rs12924729	chr16	11184240	11190180	Histone	H3K4me1	common myeloid progenitor CD34 positive ENCSR722JRY
rs12924729	chr16	11184260	11190500	Histone	H3K4me1	common myeloid progenitor CD34 positive
rs12924729	chr16	11184400	11190340	Histone	H3K4me1	T cells (PB) Roadmap
rs12924729	chr16	11184760	11188320	Histone	H3K36me3	IMR 90
rs12924729	chr16	11184780	11190140	Histone	H3K4me1	CD4 positive alpha beta T cell ENCSR948ZKZ
