Variation ID	Chromosome	Chrom Start	Chrom End	Type	Reference	PubMed	Method	Sample	Gain	Loss
rs2041718	chr18	9999793	10121974	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10853223	chr18	12046891	12918251	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs10853223	chr18	12240680	12499525	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	1
rs10853223	chr18	12247871	12490502	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs355334	chr18	33021354	33645311	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs17724409	chr18	42430298	42584879	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs357906	chr18	46449046	46562163	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs357906	chr18	46499048	46620210	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs357906	chr18	46537562	46711943	gain	Wong et al 2007	17160897	BAC aCGH	95	6	0
rs1025450	chr18	48801563	49137340	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs1025450	chr18	49052011	49242854	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs1025450	chr18	49087844	49143298	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs8095920	chr18	67977300	68474956	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs8095920	chr18	68142413	68474956	loss	Gusev et al 2009	18971310	SNP array	270	0	0
rs8095920	chr18	68217899	68467243	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs8095920	chr18	68309729	68796717	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs8095920	chr18	68325695	68942563	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs8095920	chr18	68325695	68942563	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs8095920	chr18	68326127	68427520	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs8095920	chr18	68367175	68510911	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs8095920	chr18	68419933	68439920	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs8095920	chr18	68419933	68439920	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs8095920	chr18	68420407	68432936	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs8095920	chr18	68424194	70632699	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs2289609	chr18	72758833	72821285	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2289609	chr18	72774527	72850576	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1879610	chr18	74883411	75358298	gain	Pinto et al 2007	17911159	SNP array	771	5	0
rs1879610	chr18	74885469	76559796	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs1879610	chr18	75154842	75357801	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs1879610	chr18	75154842	75357801	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs1879610	chr18	75331596	75418296	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs7258789	chr19	20088865	20802601	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs7258789	chr19	20435659	20797644	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs7258789	chr19	20460225	20845947	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	35
rs7258789	chr19	20462994	21711202	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs7258789	chr19	20462994	21711202	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs7258789	chr19	20489860	20821502	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	10
rs7258789	chr19	20495520	20790726	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	3	0
rs7258789	chr19	20499524	20793168	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	2
rs7258789	chr19	20603317	20809226	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	3
rs7258789	chr19	20626178	20793168	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	15
rs7258789	chr19	20630359	20793168	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	7
rs7258789	chr19	20649857	20861769	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	8
rs7258789	chr19	20682054	20987550	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs7258789	chr19	20682054	20790726	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs7258789	chr19	20728776	20797124	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs7258789	chr19	20730484	20856454	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs7258789	chr19	20736475	20821502	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs7258789	chr19	20736827	20985425	gain	Pinto et al 2007	17911159	SNP array	771	4	0
rs7258789	chr19	20759076	21290543	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	3	0
rs7258789	chr19	20788624	21014403	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs7258789	chr19	20789255	21049204	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	6	0
rs7260268	chr19	20462994	21711202	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs7260268	chr19	20462994	21711202	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs7260268	chr19	20759076	21290543	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	3	0
rs7260268	chr19	21242575	22667560	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs7260268	chr19	21249320	21350698	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs7260268	chr19	21268275	21336396	loss	Ahn et al 2009	19470904	Sequencing	1	0	0
rs7260268	chr19	21269793	21278205	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs10500267	chr19	33777073	34581561	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs10500267	chr19	33897166	34523783	gain	Pinto et al 2007	17911159	SNP array	771	9	0
rs16978732	chr19	44520619	44715760	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs41360748	chr19	44520619	44715760	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs1542038	chr19	56918597	57072433	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	3
rs1542038	chr19	56933631	57190007	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs4669048	chr2	6243473	6946316	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs4669048	chr2	6386392	6440370	loss	Jakobsson et al 2008	18288195	SNP array	443	0	1
rs11678712	chr2	8205670	8415542	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs2246050	chr2	30872594	30882292	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs6738339	chr2	36186151	36331798	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6738339	chr2	36224051	36248316	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6738339	chr2	36224051	36248316	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs903228	chr2	53683542	53708531	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs903228	chr2	53687729	53706903	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs903228	chr2	53687729	53706903	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs903228	chr2	53690537	53785037	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6732505	chr2	57434111	58777169	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6732505	chr2	57434111	58777169	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs10187227	chr2	76524247	76675427	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs10187227	chr2	76537603	76588942	loss	Shaikh et al 2009	19592680	SNP array	2026	0	5
rs10187227	chr2	76541034	76592194	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs10187227	chr2	76541919	76705354	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	3	0
rs10187227	chr2	76542988	76586699	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	12
rs10187227	chr2	76543000	76586711	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	4
rs10187227	chr2	76545192	76588942	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	2
rs10187227	chr2	76545941	76593908	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs13390216	chr2	78539665	79750591	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs13390216	chr2	79033916	79549374	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs1430306	chr2	109778424	109812126	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6706577	chr2	111066272	113115980	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs6706577	chr2	111392258	113098812	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs6706577	chr2	111520742	112930064	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6706577	chr2	111794387	111797920	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	1
rs10187034	chr2	111066272	113115980	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs10187034	chr2	111392258	113098812	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs10187034	chr2	111520742	112930064	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs10187034	chr2	111812138	112004678	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs4664951	chr2	151711699	152044794	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs4664951	chr2	151714879	153716746	loss	Pinto et al 2007	17911159	SNP array	771	0	8
rs4664951	chr2	151718132	152143524	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2881691	chr2	152427989	154686227	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs2881691	chr2	154015644	154203324	gain	Wong et al 2007	17160897	BAC aCGH	95	13	0
rs2881691	chr2	154026229	154075573	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	2
rs843229	chr2	156296806	156467237	loss	Sebat et al 2004	15273396	ROMA	31	0	2
rs843229	chr2	156436788	156599427	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	1	0
rs843219	chr2	156296806	156467237	loss	Sebat et al 2004	15273396	ROMA	31	0	2
rs843219	chr2	156436788	156599427	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	1	0
rs843220	chr2	156296806	156467237	loss	Sebat et al 2004	15273396	ROMA	31	0	2
rs843220	chr2	156436788	156599427	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	1	0
rs2691787	chr2	156296806	156467237	loss	Sebat et al 2004	15273396	ROMA	31	0	2
rs2691787	chr2	156436788	156599427	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	1	0
rs17226595	chr2	156436788	156599427	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	1	0
rs17226595	chr2	156473812	156571307	loss	Jakobsson et al 2008	18288195	SNP array	443	0	1
rs17226595	chr2	156482957	156557740	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6734603	chr2	181975251	182040293	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6734603	chr2	181975251	182040293	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6734603	chr2	182030092	182170393	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs6734603	chr2	182038444	182395345	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs7570606	chr2	196696542	196999136	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs7570606	chr2	196742919	196851911	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs231726	chr2	203773454	206480054	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1427676	chr2	203773454	206480054	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs4361128	chr2	215724549	215855780	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs4361128	chr2	215701720	215790420	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs1409612	chr2	215724549	215855780	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs1409612	chr2	215775604	215853695	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17824343	chr2	217561466	217585034	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs10498055	chr2	217900372	218115046	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs10498055	chr2	218001031	218188398	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs1879944	chr2	226732930	226957504	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs1879944	chr2	226954355	226969850	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	27
rs4663404	chr2	234558456	235495825	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs4663404	chr2	235146303	235333842	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs4663404	chr2	235305058	235342793	loss	Vogler et al 2010	21179565	Merging, SNP array	1109	0	2
rs11124231	chr2	240463971	241473426	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11124231	chr2	240488051	240852845	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11124231	chr2	240618646	240784109	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs8117563	chr20	1340389	1638578	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs6075643	chr20	20172423	20340887	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs6075643	chr20	20287244	20327302	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs13042906	chr20	38889982	40882960	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs13042906	chr20	40224120	40771618	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs13042906	chr20	40326693	40509801	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs13042906	chr20	40395568	40615363	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs13042906	chr20	40395568	40615363	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	6
rs13042906	chr20	40422981	41269321	gain	Pinto et al 2007	17911159	SNP array	771	4	0
rs13042906	chr20	40468901	40628365	gain	Wong et al 2007	17160897	BAC aCGH	95	2	0
rs13042906	chr20	40482155	40507907	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs13042906	chr20	40482155	40507907	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs7262414	chr20	38889982	40882960	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs7262414	chr20	40422981	41269321	gain	Pinto et al 2007	17911159	SNP array	771	4	0
rs7262414	chr20	40751066	40898014	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs2868853	chr20	45127063	46068234	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs3787249	chr20	45127063	46068234	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6019687	chr20	47495430	48092064	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6019687	chr20	47752110	48055889	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2426414	chr20	50654246	50756581	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs919197	chr20	57414842	57483883	loss	Park et al 2010	20364138	Oligo aCGH	31	0	1
rs919197	chr20	57443830	57490248	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs919197	chr20	57443830	57490248	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs2128345	chr21	19407811	22372729	loss	Pinto et al 2007	17911159	SNP array	771	0	7
rs2128345	chr21	21671503	22217119	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs2128345	chr21	22060503	22231763	gain	Iafrate et al 2004	15286789	BAC aCGH, FISH	39	1	0
rs2128345	chr21	22063480	22101985	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs465353	chr21	27551896	27564516	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs13049227	chr21	28096355	28374354	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11700615	chr21	32372726	33179773	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs11700615	chr21	32668005	32991661	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs11700615	chr21	32746994	33553155	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11700615	chr21	32846582	32908643	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs11700615	chr21	32881687	33063354	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs2154420	chr21	33695057	33891417	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs41513350	chr21	36582204	36832908	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs12152099	chr21	41286013	41345304	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1109364	chr22	32574273	32866934	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs1109364	chr22	32574273	32866934	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs1109364	chr22	32856515	32858911	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs4821197	chr22	34324886	34418020	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs738494	chr22	44196791	44377895	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs738494	chr22	44249875	44408757	gain	Wong et al 2007	17160897	BAC aCGH	95	1	0
rs738494	chr22	44324103	44370539	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs738494	chr22	44344775	44494466	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs738494	chr22	44344775	44494466	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs738494	chr22	44354110	44494466	gain	Jakobsson et al 2008	18288195	SNP array	443	1	0
rs738494	chr22	44370438	44391397	loss	Redon et al 2006	17122850	BAC aCGH, SNP array	270	0	1
rs17245482	chr22	49315793	50008246	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	11	0
rs17245482	chr22	49358964	50079434	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	3	0
rs17245482	chr22	49389849	50002818	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs17245482	chr22	49394310	49984688	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	5	0
rs17245482	chr22	49396258	50003999	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs17245482	chr22	49399523	49838664	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs17245482	chr22	49508625	49909251	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs17245482	chr22	49509883	49806863	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs17245482	chr22	49619555	49793979	loss	Wong et al 2007	17160897	BAC aCGH	95	0	2
rs17245482	chr22	49664918	49714781	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs17245482	chr22	49667984	49879715	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs17245482	chr22	49680400	49916533	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs17245482	chr22	49680400	49728790	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs2012378	chr22	49358964	50079434	gain	Vogler et al 2010	21179565	Merging, SNP array	1109	3	0
rs2012378	chr22	49729346	50086405	gain	Uddin et al 2014	25503493	SNP array	873	2	0
rs2012378	chr22	49731736	50085731	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs2012378	chr22	50003852	50154682	gain	Suktitipat et al 2014	25118596	SNP array	3017	1	0
rs2012378	chr22	50052635	50210339	loss	Wong et al 2007	17160897	BAC aCGH	95	0	2
rs9616913	chr22	51024623	51115526	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9616913	chr22	51103691	51120080	gain	Uddin et al 2014	25503493	SNP array	873	8	0
rs9616913	chr22	51103691	51120080	loss	Uddin et al 2014	25503493	SNP array	873	0	4
rs9616913	chr22	51103691	51115526	gain	Uddin et al 2014	25503493	SNP array	873	32	0
rs9616913	chr22	51105555	51165664	loss	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	0	1
rs9616913	chr22	51106757	51115526	loss	Uddin et al 2014	25503493	SNP array	873	0	4
rs9616913	chr22	51114311	51178498	gain	Park et al 2010	20364138	Oligo aCGH	31	5	0
rs6799147	chr3	63410	2346860	loss	Shaikh et al 2009	19592680	SNP array	2026	0	1
rs6799147	chr3	94156	1840914	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs6799147	chr3	230009	1665036	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6799147	chr3	830413	3079965	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs6799147	chr3	1063825	1948112	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6799147	chr3	1071361	2044446	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6799147	chr3	1143423	1750536	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6799147	chr3	1143423	1750536	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6799147	chr3	1145248	1675639	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6799147	chr3	1147200	2208832	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6799147	chr3	1147200	2208832	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs6799147	chr3	1154558	1535741	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6799147	chr3	1154558	1535741	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6799147	chr3	1206695	2348121	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6799147	chr3	1210533	1565113	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6799147	chr3	1217612	2172515	gain	Uddin et al 2014	25503493	SNP array	873	1	0
rs6799147	chr3	1293646	1605071	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs6799147	chr3	1311188	1661127	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6799147	chr3	1316859	1563944	loss	Uddin et al 2014	25503493	SNP array	873	0	1
rs6799147	chr3	1366845	1532531	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	1	0
rs6799147	chr3	1366845	1532531	gain	Itsara et al 2009	19166990	Oligo aCGH, SNP array	1557	1	0
rs6799147	chr3	1404688	1545051	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs6799147	chr3	1415194	1855196	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	2	0
rs6799147	chr3	1435345	1999404	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	3	0
rs6799147	chr3	1436663	1679928	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6799147	chr3	1440350	1557413	loss	Suktitipat et al 2014	25118596	SNP array	3017	0	1
rs6799147	chr3	1473520	1668935	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	7	0
rs6799147	chr3	1474360	1602021	gain	Park et al 2010	20364138	Oligo aCGH	31	1	0
rs6799147	chr3	1475474	1601830	gain	Pinto et al 2007	17911159	SNP array	771	5	0
rs6799147	chr3	1492234	1598651	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs6799147	chr3	1494263	1597795	loss	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	0	1
rs6799147	chr3	1496129	1677484	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs6798623	chr3	7768659	8343977	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	2
rs9874351	chr3	21311618	21491327	loss	Wong et al 2007	17160897	BAC aCGH	95	0	4
rs9874351	chr3	21385626	21596955	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9808969	chr3	75595168	78261051	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9808969	chr3	75781696	77043938	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	1
rs9808969	chr3	76047818	76276542	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs9808969	chr3	76067846	76242056	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs9808969	chr3	76068392	76274977	loss	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	0	3
rs10934261	chr3	95445675	95606823	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs1354728	chr3	95624466	97729328	gain	Shaikh et al 2009	19592680	SNP array	2026	1	0
rs1354728	chr3	96575118	98212517	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1354728	chr3	97202821	97623941	gain	Coe et al 2014	25217958	Oligo aCGH, SNP array	29084	1	0
rs1354728	chr3	97556255	97560989	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs16841378	chr3	99215073	99292308	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	2	0
rs16841378	chr3	99235498	99409702	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs10511176	chr3	99235498	99409702	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	1	0
rs4678205	chr3	122314043	122459978	loss	Wong et al 2007	17160897	BAC aCGH	95	0	1
rs4678205	chr3	122393793	122395621	loss	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	0	1
rs7633316	chr3	141728869	142129836	gain	Redon et al 2006	17122850	BAC aCGH, SNP array	270	2	0
rs7633316	chr3	141812758	142164735	gain	Shaikh et al 2009	19592680	SNP array	2026	5	0
rs7633316	chr3	141812758	142085310	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	9	0
rs7633316	chr3	141812758	141984638	gain	Cooper et al 2011	21841781	Oligo aCGH, SNP array	17421	2	0
rs7633316	chr3	141818646	142030660	gain	1000 Genomes Consortium Phase 3	21293372	Sequencing	2504	3	0
