id,source,target,interaction,edge label,Alpha,Beta,order
N24N30N39,N24,N30,N24N30N39,N24N30N39,Alpha,None,3
N24N30N39,N30,N39,N24N30N39,N24N30N39,Alpha,None,3
N24N30N39,N24,N39,N24N30N39,N24N30N39,Alpha,None,3
N24N30M0P2,N24,N30,N24N30M0P2,N24N30M0P2,Alpha,None,3
N24N30M0P2,N30,M0P2,N24N30M0P2,N24N30M0P2,Alpha,None,3
N24N30M0P2,N24,M0P2,N24N30M0P2,N24N30M0P2,Alpha,None,3
N24N31M0P2,N24,N31,N24N31M0P2,N24N31M0P2,Alpha,None,3
N24N31M0P2,N31,M0P2,N24N31M0P2,N24N31M0P2,Alpha,None,3
N24N31M0P2,N24,M0P2,N24N31M0P2,N24N31M0P2,Alpha,None,3
N24N31M1T3,N24,N31,N24N31M1T3,N24N31M1T3,Alpha,None,3
N24N31M1T3,N31,M1T3,N24N31M1T3,N24N31M1T3,Alpha,None,3
N24N31M1T3,N24,M1T3,N24N31M1T3,N24N31M1T3,Alpha,None,3
N24N34N37,N24,N34,N24N34N37,N24N34N37,Alpha,None,3
N24N34N37,N34,N37,N24N34N37,N24N34N37,Alpha,None,3
N24N34N37,N24,N37,N24N34N37,N24N34N37,Alpha,None,3
N24N34M2Q2,N24,N34,N24N34M2Q2,N24N34M2Q2,Alpha,None,3
N24N34M2Q2,N34,M2Q2,N24N34M2Q2,N24N34M2Q2,Alpha,None,3
N24N34M2Q2,N24,M2Q2,N24N34M2Q2,N24N34M2Q2,Alpha,None,3
N24N34M2Q3,N24,N34,N24N34M2Q3,N24N34M2Q3,Alpha,None,3
N24N34M2Q3,N34,M2Q3,N24N34M2Q3,N24N34M2Q3,Alpha,None,3
N24N34M2Q3,N24,M2Q3,N24N34M2Q3,N24N34M2Q3,Alpha,None,3
N24N35M1T3,N24,N35,N24N35M1T3,N24N35M1T3,Alpha,None,3
N24N35M1T3,N35,M1T3,N24N35M1T3,N24N35M1T3,Alpha,None,3
N24N35M1T3,N24,M1T3,N24N35M1T3,N24N35M1T3,Alpha,None,3
N24N37M2Q2,N24,N37,N24N37M2Q2,N24N37M2Q2,Alpha,None,3
N24N37M2Q2,N37,M2Q2,N24N37M2Q2,N24N37M2Q2,Alpha,None,3
N24N37M2Q2,N24,M2Q2,N24N37M2Q2,N24N37M2Q2,Alpha,None,3
N24M0P1M1T2,N24,M0P1,N24M0P1M1T2,N24M0P1M1T2,Alpha,None,3
N24M0P1M1T2,M0P1,M1T2,N24M0P1M1T2,N24M0P1M1T2,Alpha,None,3
N24M0P1M1T2,N24,M1T2,N24M0P1M1T2,N24M0P1M1T2,Alpha,None,3
N24M0P1M1T3,N24,M0P1,N24M0P1M1T3,N24M0P1M1T3,Alpha,None,3
N24M0P1M1T3,M0P1,M1T3,N24M0P1M1T3,N24M0P1M1T3,Alpha,None,3
N24M0P1M1T3,N24,M1T3,N24M0P1M1T3,N24M0P1M1T3,Alpha,None,3
N26N29N31,N26,N29,N26N29N31,N26N29N31,Alpha,None,3
N26N29N31,N29,N31,N26N29N31,N26N29N31,Alpha,None,3
N26N29N31,N26,N31,N26N29N31,N26N29N31,Alpha,None,3
N26N29M0P1,N26,N29,N26N29M0P1,N26N29M0P1,Alpha,None,3
N26N29M0P1,N29,M0P1,N26N29M0P1,N26N29M0P1,Alpha,None,3
N26N29M0P1,N26,M0P1,N26N29M0P1,N26N29M0P1,Alpha,None,3
N26N29M0P2,N26,N29,N26N29M0P2,N26N29M0P2,Alpha,None,3
N26N29M0P2,N29,M0P2,N26N29M0P2,N26N29M0P2,Alpha,None,3
N26N29M0P2,N26,M0P2,N26N29M0P2,N26N29M0P2,Alpha,None,3
N26N29M2Q3,N26,N29,N26N29M2Q3,N26N29M2Q3,Alpha,None,3
N26N29M2Q3,N29,M2Q3,N26N29M2Q3,N26N29M2Q3,Alpha,None,3
N26N29M2Q3,N26,M2Q3,N26N29M2Q3,N26N29M2Q3,Alpha,None,3
N26N31N39,N26,N31,N26N31N39,N26N31N39,Alpha,None,3
N26N31N39,N31,N39,N26N31N39,N26N31N39,Alpha,None,3
N26N31N39,N26,N39,N26N31N39,N26N31N39,Alpha,None,3
N26N34M2Q4,N26,N34,N26N34M2Q4,N26N34M2Q4,Alpha,None,3
N26N34M2Q4,N34,M2Q4,N26N34M2Q4,N26N34M2Q4,Alpha,None,3
N26N34M2Q4,N26,M2Q4,N26N34M2Q4,N26N34M2Q4,Alpha,None,3
N26N39M1T3,N26,N39,N26N39M1T3,N26N39M1T3,Alpha,None,3
N26N39M1T3,N39,M1T3,N26N39M1T3,N26N39M1T3,Alpha,None,3
N26N39M1T3,N26,M1T3,N26N39M1T3,N26N39M1T3,Alpha,None,3
N26M0P1M2Q1,N26,M0P1,N26M0P1M2Q1,N26M0P1M2Q1,Alpha,None,3
N26M0P1M2Q1,M0P1,M2Q1,N26M0P1M2Q1,N26M0P1M2Q1,Alpha,None,3
N26M0P1M2Q1,N26,M2Q1,N26M0P1M2Q1,N26M0P1M2Q1,Alpha,None,3
N26M1T1M1T2,N26,M1T1,N26M1T1M1T2,N26M1T1M1T2,Alpha,None,3
N26M1T1M1T2,M1T1,M1T2,N26M1T1M1T2,N26M1T1M1T2,Alpha,None,3
N26M1T1M1T2,N26,M1T2,N26M1T1M1T2,N26M1T1M1T2,Alpha,None,3
N27N29N31,N27,N29,N27N29N31,N27N29N31,Alpha,None,3
N27N29N31,N29,N31,N27N29N31,N27N29N31,Alpha,None,3
N27N29N31,N27,N31,N27N29N31,N27N29N31,Alpha,None,3
N28N31N34,N28,N31,N28N31N34,N28N31N34,Alpha,None,3
N28N31N34,N31,N34,N28N31N34,N28N31N34,Alpha,None,3
N28N31N34,N28,N34,N28N31N34,N28N31N34,Alpha,None,3
N28N34M2Q2,N28,N34,N28N34M2Q2,N28N34M2Q2,Alpha,None,3
N28N34M2Q2,N34,M2Q2,N28N34M2Q2,N28N34M2Q2,Alpha,None,3
N28N34M2Q2,N28,M2Q2,N28N34M2Q2,N28N34M2Q2,Alpha,None,3
N28N36M1T1,N28,N36,N28N36M1T1,N28N36M1T1,Alpha,None,3
N28N36M1T1,N36,M1T1,N28N36M1T1,N28N36M1T1,Alpha,None,3
N28N36M1T1,N28,M1T1,N28N36M1T1,N28N36M1T1,Alpha,None,3
N28N39M1T2,N28,N39,N28N39M1T2,N28N39M1T2,Alpha,None,3
N28N39M1T2,N39,M1T2,N28N39M1T2,N28N39M1T2,Alpha,None,3
N28N39M1T2,N28,M1T2,N28N39M1T2,N28N39M1T2,Alpha,None,3
N28M2Q2M2Q3,N28,M2Q2,N28M2Q2M2Q3,N28M2Q2M2Q3,Alpha,None,3
N28M2Q2M2Q3,M2Q2,M2Q3,N28M2Q2M2Q3,N28M2Q2M2Q3,Alpha,None,3
N28M2Q2M2Q3,N28,M2Q3,N28M2Q2M2Q3,N28M2Q2M2Q3,Alpha,None,3
N29N31M0P2,N29,N31,N29N31M0P2,N29N31M0P2,Alpha,None,3
N29N31M0P2,N31,M0P2,N29N31M0P2,N29N31M0P2,Alpha,None,3
N29N31M0P2,N29,M0P2,N29N31M0P2,N29N31M0P2,Alpha,None,3
N29N32M2Q3,N29,N32,N29N32M2Q3,N29N32M2Q3,Alpha,None,3
N29N32M2Q3,N32,M2Q3,N29N32M2Q3,N29N32M2Q3,Alpha,None,3
N29N32M2Q3,N29,M2Q3,N29N32M2Q3,N29N32M2Q3,Alpha,None,3
N29N35N38,N29,N35,N29N35N38,N29N35N38,Alpha,None,3
N29N35N38,N35,N38,N29N35N38,N29N35N38,Alpha,None,3
N29N35N38,N29,N38,N29N35N38,N29N35N38,Alpha,None,3
N29N35M2Q3,N29,N35,N29N35M2Q3,N29N35M2Q3,Alpha,None,3
N29N35M2Q3,N35,M2Q3,N29N35M2Q3,N29N35M2Q3,Alpha,None,3
N29N35M2Q3,N29,M2Q3,N29N35M2Q3,N29N35M2Q3,Alpha,None,3
N29N36M2Q1,N29,N36,N29N36M2Q1,N29N36M2Q1,Alpha,None,3
N29N36M2Q1,N36,M2Q1,N29N36M2Q1,N29N36M2Q1,Alpha,None,3
N29N36M2Q1,N29,M2Q1,N29N36M2Q1,N29N36M2Q1,Alpha,None,3
N29N37N38,N29,N37,N29N37N38,N29N37N38,Alpha,None,3
N29N37N38,N37,N38,N29N37N38,N29N37N38,Alpha,None,3
N29N37N38,N29,N38,N29N37N38,N29N37N38,Alpha,None,3
N29N37M2Q1,N29,N37,N29N37M2Q1,N29N37M2Q1,Alpha,None,3
N29N37M2Q1,N37,M2Q1,N29N37M2Q1,N29N37M2Q1,Alpha,None,3
N29N37M2Q1,N29,M2Q1,N29N37M2Q1,N29N37M2Q1,Alpha,None,3
N29N37M2Q4,N29,N37,N29N37M2Q4,N29N37M2Q4,Alpha,None,3
N29N37M2Q4,N37,M2Q4,N29N37M2Q4,N29N37M2Q4,Alpha,None,3
N29N37M2Q4,N29,M2Q4,N29N37M2Q4,N29N37M2Q4,Alpha,None,3
N29N38M2Q3,N29,N38,N29N38M2Q3,N29N38M2Q3,Alpha,None,3
N29N38M2Q3,N38,M2Q3,N29N38M2Q3,N29N38M2Q3,Alpha,None,3
N29N38M2Q3,N29,M2Q3,N29N38M2Q3,N29N38M2Q3,Alpha,None,3
N29N40M2Q3,N29,N40,N29N40M2Q3,N29N40M2Q3,Alpha,None,3
N29N40M2Q3,N40,M2Q3,N29N40M2Q3,N29N40M2Q3,Alpha,None,3
N29N40M2Q3,N29,M2Q3,N29N40M2Q3,N29N40M2Q3,Alpha,None,3
N29N40M2Q4,N29,N40,N29N40M2Q4,N29N40M2Q4,Alpha,None,3
N29N40M2Q4,N40,M2Q4,N29N40M2Q4,N29N40M2Q4,Alpha,None,3
N29N40M2Q4,N29,M2Q4,N29N40M2Q4,N29N40M2Q4,Alpha,None,3
N29M0P1M2Q4,N29,M0P1,N29M0P1M2Q4,N29M0P1M2Q4,Alpha,None,3
N29M0P1M2Q4,M0P1,M2Q4,N29M0P1M2Q4,N29M0P1M2Q4,Alpha,None,3
N29M0P1M2Q4,N29,M2Q4,N29M0P1M2Q4,N29M0P1M2Q4,Alpha,None,3
N29M2Q3M2Q4,N29,M2Q3,N29M2Q3M2Q4,N29M2Q3M2Q4,Alpha,None,3
N29M2Q3M2Q4,M2Q3,M2Q4,N29M2Q3M2Q4,N29M2Q3M2Q4,Alpha,None,3
N29M2Q3M2Q4,N29,M2Q4,N29M2Q3M2Q4,N29M2Q3M2Q4,Alpha,None,3
N30N31M2Q1,N30,N31,N30N31M2Q1,N30N31M2Q1,Alpha,None,3
N30N31M2Q1,N31,M2Q1,N30N31M2Q1,N30N31M2Q1,Alpha,None,3
N30N31M2Q1,N30,M2Q1,N30N31M2Q1,N30N31M2Q1,Alpha,None,3
N30N39M0P2,N30,N39,N30N39M0P2,N30N39M0P2,Alpha,None,3
N30N39M0P2,N39,M0P2,N30N39M0P2,N30N39M0P2,Alpha,None,3
N30N39M0P2,N30,M0P2,N30N39M0P2,N30N39M0P2,Alpha,None,3
N30M1T1M1T2,N30,M1T1,N30M1T1M1T2,N30M1T1M1T2,Alpha,None,3
N30M1T1M1T2,M1T1,M1T2,N30M1T1M1T2,N30M1T1M1T2,Alpha,None,3
N30M1T1M1T2,N30,M1T2,N30M1T1M1T2,N30M1T1M1T2,Alpha,None,3
N30M1T2M2Q4,N30,M1T2,N30M1T2M2Q4,N30M1T2M2Q4,Alpha,None,3
N30M1T2M2Q4,M1T2,M2Q4,N30M1T2M2Q4,N30M1T2M2Q4,Alpha,None,3
N30M1T2M2Q4,N30,M2Q4,N30M1T2M2Q4,N30M1T2M2Q4,Alpha,None,3
N30M1T3M2Q1,N30,M1T3,N30M1T3M2Q1,N30M1T3M2Q1,Alpha,None,3
N30M1T3M2Q1,M1T3,M2Q1,N30M1T3M2Q1,N30M1T3M2Q1,Alpha,None,3
N30M1T3M2Q1,N30,M2Q1,N30M1T3M2Q1,N30M1T3M2Q1,Alpha,None,3
N31N34M2Q2,N31,N34,N31N34M2Q2,N31N34M2Q2,Alpha,None,3
N31N34M2Q2,N34,M2Q2,N31N34M2Q2,N31N34M2Q2,Alpha,None,3
N31N34M2Q2,N31,M2Q2,N31N34M2Q2,N31N34M2Q2,Alpha,None,3
N31N35M1T1,N31,N35,N31N35M1T1,N31N35M1T1,Alpha,None,3
N31N35M1T1,N35,M1T1,N31N35M1T1,N31N35M1T1,Alpha,None,3
N31N35M1T1,N31,M1T1,N31N35M1T1,N31N35M1T1,Alpha,None,3
N31N35M2Q4,N31,N35,N31N35M2Q4,N31N35M2Q4,Alpha,None,3
N31N35M2Q4,N35,M2Q4,N31N35M2Q4,N31N35M2Q4,Alpha,None,3
N31N35M2Q4,N31,M2Q4,N31N35M2Q4,N31N35M2Q4,Alpha,None,3
N31N38M0P1,N31,N38,N31N38M0P1,N31N38M0P1,Alpha,None,3
N31N38M0P1,N38,M0P1,N31N38M0P1,N31N38M0P1,Alpha,None,3
N31N38M0P1,N31,M0P1,N31N38M0P1,N31N38M0P1,Alpha,None,3
N31N38M1T3,N31,N38,N31N38M1T3,N31N38M1T3,Alpha,None,3
N31N38M1T3,N38,M1T3,N31N38M1T3,N31N38M1T3,Alpha,None,3
N31N38M1T3,N31,M1T3,N31N38M1T3,N31N38M1T3,Alpha,None,3
N31N40M0P1,N31,N40,N31N40M0P1,N31N40M0P1,Alpha,None,3
N31N40M0P1,N40,M0P1,N31N40M0P1,N31N40M0P1,Alpha,None,3
N31N40M0P1,N31,M0P1,N31N40M0P1,N31N40M0P1,Alpha,None,3
N31M0P1M2Q2,N31,M0P1,N31M0P1M2Q2,N31M0P1M2Q2,Alpha,None,3
N31M0P1M2Q2,M0P1,M2Q2,N31M0P1M2Q2,N31M0P1M2Q2,Alpha,None,3
N31M0P1M2Q2,N31,M2Q2,N31M0P1M2Q2,N31M0P1M2Q2,Alpha,None,3
N31M1T2M2Q2,N31,M1T2,N31M1T2M2Q2,N31M1T2M2Q2,Alpha,None,3
N31M1T2M2Q2,M1T2,M2Q2,N31M1T2M2Q2,N31M1T2M2Q2,Alpha,None,3
N31M1T2M2Q2,N31,M2Q2,N31M1T2M2Q2,N31M1T2M2Q2,Alpha,None,3
N31M1T3M2Q3,N31,M1T3,N31M1T3M2Q3,N31M1T3M2Q3,Alpha,None,3
N31M1T3M2Q3,M1T3,M2Q3,N31M1T3M2Q3,N31M1T3M2Q3,Alpha,None,3
N31M1T3M2Q3,N31,M2Q3,N31M1T3M2Q3,N31M1T3M2Q3,Alpha,None,3
N31M2Q3M2Q4,N31,M2Q3,N31M2Q3M2Q4,N31M2Q3M2Q4,Alpha,None,3
N31M2Q3M2Q4,M2Q3,M2Q4,N31M2Q3M2Q4,N31M2Q3M2Q4,Alpha,None,3
N31M2Q3M2Q4,N31,M2Q4,N31M2Q3M2Q4,N31M2Q3M2Q4,Alpha,None,3
N32N35N37,N32,N35,N32N35N37,N32N35N37,Alpha,None,3
N32N35N37,N35,N37,N32N35N37,N32N35N37,Alpha,None,3
N32N35N37,N32,N37,N32N35N37,N32N35N37,Alpha,None,3
N33N36N37,N33,N36,N33N36N37,N33N36N37,Alpha,None,3
N33N36N37,N36,N37,N33N36N37,N33N36N37,Alpha,None,3
N33N36N37,N33,N37,N33N36N37,N33N36N37,Alpha,None,3
N33N36M2Q3,N33,N36,N33N36M2Q3,N33N36M2Q3,Alpha,None,3
N33N36M2Q3,N36,M2Q3,N33N36M2Q3,N33N36M2Q3,Alpha,None,3
N33N36M2Q3,N33,M2Q3,N33N36M2Q3,N33N36M2Q3,Alpha,None,3
N33M2Q1M2Q4,N33,M2Q1,N33M2Q1M2Q4,N33M2Q1M2Q4,Alpha,None,3
N33M2Q1M2Q4,M2Q1,M2Q4,N33M2Q1M2Q4,N33M2Q1M2Q4,Alpha,None,3
N33M2Q1M2Q4,N33,M2Q4,N33M2Q1M2Q4,N33M2Q1M2Q4,Alpha,None,3
N34N38M2Q3,N34,N38,N34N38M2Q3,N34N38M2Q3,Alpha,None,3
N34N38M2Q3,N38,M2Q3,N34N38M2Q3,N34N38M2Q3,Alpha,None,3
N34N38M2Q3,N34,M2Q3,N34N38M2Q3,N34N38M2Q3,Alpha,None,3
N35N37N40,N35,N37,N35N37N40,N35N37N40,Alpha,None,3
N35N37N40,N37,N40,N35N37N40,N35N37N40,Alpha,None,3
N35N37N40,N35,N40,N35N37N40,N35N37N40,Alpha,None,3
N35N39M1T2,N35,N39,N35N39M1T2,N35N39M1T2,Alpha,None,3
N35N39M1T2,N39,M1T2,N35N39M1T2,N35N39M1T2,Alpha,None,3
N35N39M1T2,N35,M1T2,N35N39M1T2,N35N39M1T2,Alpha,None,3
N35M1T2M2Q4,N35,M1T2,N35M1T2M2Q4,N35M1T2M2Q4,Alpha,None,3
N35M1T2M2Q4,M1T2,M2Q4,N35M1T2M2Q4,N35M1T2M2Q4,Alpha,None,3
N35M1T2M2Q4,N35,M2Q4,N35M1T2M2Q4,N35M1T2M2Q4,Alpha,None,3
N35M2Q2M2Q4,N35,M2Q2,N35M2Q2M2Q4,N35M2Q2M2Q4,Alpha,None,3
N35M2Q2M2Q4,M2Q2,M2Q4,N35M2Q2M2Q4,N35M2Q2M2Q4,Alpha,None,3
N35M2Q2M2Q4,N35,M2Q4,N35M2Q2M2Q4,N35M2Q2M2Q4,Alpha,None,3
N36N39M0P1,N36,N39,N36N39M0P1,N36N39M0P1,Alpha,None,3
N36N39M0P1,N39,M0P1,N36N39M0P1,N36N39M0P1,Alpha,None,3
N36N39M0P1,N36,M0P1,N36N39M0P1,N36N39M0P1,Alpha,None,3
N36N39M2Q2,N36,N39,N36N39M2Q2,N36N39M2Q2,Alpha,None,3
N36N39M2Q2,N39,M2Q2,N36N39M2Q2,N36N39M2Q2,Alpha,None,3
N36N39M2Q2,N36,M2Q2,N36N39M2Q2,N36N39M2Q2,Alpha,None,3
N36M0P2M2Q3,N36,M0P2,N36M0P2M2Q3,N36M0P2M2Q3,Alpha,None,3
N36M0P2M2Q3,M0P2,M2Q3,N36M0P2M2Q3,N36M0P2M2Q3,Alpha,None,3
N36M0P2M2Q3,N36,M2Q3,N36M0P2M2Q3,N36M0P2M2Q3,Alpha,None,3
N36M1T1M2Q3,N36,M1T1,N36M1T1M2Q3,N36M1T1M2Q3,Alpha,None,3
N36M1T1M2Q3,M1T1,M2Q3,N36M1T1M2Q3,N36M1T1M2Q3,Alpha,None,3
N36M1T1M2Q3,N36,M2Q3,N36M1T1M2Q3,N36M1T1M2Q3,Alpha,None,3
N36M2Q2M2Q3,N36,M2Q2,N36M2Q2M2Q3,N36M2Q2M2Q3,Alpha,None,3
N36M2Q2M2Q3,M2Q2,M2Q3,N36M2Q2M2Q3,N36M2Q2M2Q3,Alpha,None,3
N36M2Q2M2Q3,N36,M2Q3,N36M2Q2M2Q3,N36M2Q2M2Q3,Alpha,None,3
N36M2Q3M2Q4,N36,M2Q3,N36M2Q3M2Q4,N36M2Q3M2Q4,Alpha,None,3
N36M2Q3M2Q4,M2Q3,M2Q4,N36M2Q3M2Q4,N36M2Q3M2Q4,Alpha,None,3
N36M2Q3M2Q4,N36,M2Q4,N36M2Q3M2Q4,N36M2Q3M2Q4,Alpha,None,3
N37N38M1T3,N37,N38,N37N38M1T3,N37N38M1T3,Alpha,None,3
N37N38M1T3,N38,M1T3,N37N38M1T3,N37N38M1T3,Alpha,None,3
N37N38M1T3,N37,M1T3,N37N38M1T3,N37N38M1T3,Alpha,None,3
N37N38M2Q3,N37,N38,N37N38M2Q3,N37N38M2Q3,Alpha,None,3
N37N38M2Q3,N38,M2Q3,N37N38M2Q3,N37N38M2Q3,Alpha,None,3
N37N38M2Q3,N37,M2Q3,N37N38M2Q3,N37N38M2Q3,Alpha,None,3
N37M0P2M1T1,N37,M0P2,N37M0P2M1T1,N37M0P2M1T1,Alpha,None,3
N37M0P2M1T1,M0P2,M1T1,N37M0P2M1T1,N37M0P2M1T1,Alpha,None,3
N37M0P2M1T1,N37,M1T1,N37M0P2M1T1,N37M0P2M1T1,Alpha,None,3
N38M0P1M0P2,N38,M0P1,N38M0P1M0P2,N38M0P1M0P2,Alpha,None,3
N38M0P1M0P2,M0P1,M0P2,N38M0P1M0P2,N38M0P1M0P2,Alpha,None,3
N38M0P1M0P2,N38,M0P2,N38M0P1M0P2,N38M0P1M0P2,Alpha,None,3
N38M0P1M1T2,N38,M0P1,N38M0P1M1T2,N38M0P1M1T2,Alpha,None,3
N38M0P1M1T2,M0P1,M1T2,N38M0P1M1T2,N38M0P1M1T2,Alpha,None,3
N38M0P1M1T2,N38,M1T2,N38M0P1M1T2,N38M0P1M1T2,Alpha,None,3
N38M0P1M2Q3,N38,M0P1,N38M0P1M2Q3,N38M0P1M2Q3,Alpha,None,3
N38M0P1M2Q3,M0P1,M2Q3,N38M0P1M2Q3,N38M0P1M2Q3,Alpha,None,3
N38M0P1M2Q3,N38,M2Q3,N38M0P1M2Q3,N38M0P1M2Q3,Alpha,None,3
N39N40M1T3,N39,N40,N39N40M1T3,N39N40M1T3,Alpha,None,3
N39N40M1T3,N40,M1T3,N39N40M1T3,N39N40M1T3,Alpha,None,3
N39N40M1T3,N39,M1T3,N39N40M1T3,N39N40M1T3,Alpha,None,3
N40M1T1M2Q2,N40,M1T1,N40M1T1M2Q2,N40M1T1M2Q2,Alpha,None,3
N40M1T1M2Q2,M1T1,M2Q2,N40M1T1M2Q2,N40M1T1M2Q2,Alpha,None,3
N40M1T1M2Q2,N40,M2Q2,N40M1T1M2Q2,N40M1T1M2Q2,Alpha,None,3
N40M2Q3M2Q4,N40,M2Q3,N40M2Q3M2Q4,N40M2Q3M2Q4,Alpha,None,3
N40M2Q3M2Q4,M2Q3,M2Q4,N40M2Q3M2Q4,N40M2Q3M2Q4,Alpha,None,3
N40M2Q3M2Q4,N40,M2Q4,N40M2Q3M2Q4,N40M2Q3M2Q4,Alpha,None,3
M0P1M0P2M1T2,M0P1,M0P2,M0P1M0P2M1T2,M0P1M0P2M1T2,Alpha,None,3
M0P1M0P2M1T2,M0P2,M1T2,M0P1M0P2M1T2,M0P1M0P2M1T2,Alpha,None,3
M0P1M0P2M1T2,M0P1,M1T2,M0P1M0P2M1T2,M0P1M0P2M1T2,Alpha,None,3
M0P2M1T3M2Q1,M0P2,M1T3,M0P2M1T3M2Q1,M0P2M1T3M2Q1,Alpha,None,3
M0P2M1T3M2Q1,M1T3,M2Q1,M0P2M1T3M2Q1,M0P2M1T3M2Q1,Alpha,None,3
M0P2M1T3M2Q1,M0P2,M2Q1,M0P2M1T3M2Q1,M0P2M1T3M2Q1,Alpha,None,3
M0P2M1T3M2Q4,M0P2,M1T3,M0P2M1T3M2Q4,M0P2M1T3M2Q4,Alpha,None,3
M0P2M1T3M2Q4,M1T3,M2Q4,M0P2M1T3M2Q4,M0P2M1T3M2Q4,Alpha,None,3
M0P2M1T3M2Q4,M0P2,M2Q4,M0P2M1T3M2Q4,M0P2M1T3M2Q4,Alpha,None,3
M1T1M1T2M1T3,M1T1,M1T2,M1T1M1T2M1T3,M1T1M1T2M1T3,Alpha,None,3
M1T1M1T2M1T3,M1T2,M1T3,M1T1M1T2M1T3,M1T1M1T2M1T3,Alpha,None,3
M1T1M1T2M1T3,M1T1,M1T3,M1T1M1T2M1T3,M1T1M1T2M1T3,Alpha,None,3
M1T3M2Q3M2Q4,M1T3,M2Q3,M1T3M2Q3M2Q4,M1T3M2Q3M2Q4,Alpha,None,3
M1T3M2Q3M2Q4,M2Q3,M2Q4,M1T3M2Q3M2Q4,M1T3M2Q3M2Q4,Alpha,None,3
M1T3M2Q3M2Q4,M1T3,M2Q4,M1T3M2Q3M2Q4,M1T3M2Q3M2Q4,Alpha,None,3
M0P1M0P2,M0P1,M0P2,M0P1M0P2,M0P1M0P2,Alpha,None,2
N18M1T3,N18,M1T3,N18M1T3,N18M1T3,Alpha,None,2
N6N11,N6,N11,N6N11,N6N11,Alpha,None,2
N7N36,N7,N36,N7N36,N7N36,Alpha,None,2
M1T2M2Q2,M1T2,M2Q2,M1T2M2Q2,M1T2M2Q2,Alpha,None,2
N7M1T3,N7,M1T3,N7M1T3,N7M1T3,Alpha,None,2
N7N31,N7,N31,N7N31,N7N31,Alpha,None,2
N38M0P1,N38,M0P1,N38M0P1,N38M0P1,Alpha,None,2
N2N11,N2,N11,N2N11,N2N11,Alpha,None,2
N31M2Q3,N31,M2Q3,N31M2Q3,N31M2Q3,Alpha,None,2
N5N30,N5,N30,N5N30,N5N30,Alpha,None,2
N15N31,N15,N31,N15N31,N15N31,Alpha,None,2
N18N35,N18,N35,N18N35,N18N35,Alpha,None,2
N33M1T3,N33,M1T3,N33M1T3,N33M1T3,Alpha,None,2
N16M1T2,N16,M1T2,N16M1T2,N16M1T2,Alpha,None,2
N12N39,N12,N39,N12N39,N12N39,Alpha,None,2
N9N38,N9,N38,N9N38,N9N38,Alpha,None,2
N20N35,N20,N35,N20N35,N20N35,Alpha,None,2
N24N36,N24,N36,N24N36,N24N36,Alpha,None,2
N16M2Q1,N16,M2Q1,N16M2Q1,N16M2Q1,Alpha,None,2
N26M2Q1,N26,M2Q1,N26M2Q1,N26M2Q1,Alpha,None,2
N11N36,N11,N36,N11N36,N11N36,Alpha,None,2
N19N37,N19,N37,N19N37,N19N37,Alpha,None,2
N2N24,N2,N24,N2N24,N2N24,Alpha,None,2
N29N40,N29,N40,N29N40,N29N40,Alpha,None,2
N20N29,N20,N29,N20N29,N20N29,Alpha,None,2
N15M1T3,N15,M1T3,N15M1T3,N15M1T3,Alpha,None,2
N9N12,N9,N12,N9N12,N9N12,Alpha,None,2
N2N12,N2,N12,N2N12,N2N12,Alpha,None,2
N18N31,N18,N31,N18N31,N18N31,Alpha,None,2
N11N22,N11,N22,N11N22,N11N22,Alpha,None,2
N34M2Q2,N34,M2Q2,N34M2Q2,N34M2Q2,Alpha,None,2
N4N18,N4,N18,N4N18,N4N18,Alpha,None,2
N22N34,N22,N34,N22N34,N22N34,Alpha,None,2
N12M1T1,N12,M1T1,N12M1T1,N12M1T1,Alpha,None,2
